UNIPROT,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE
Q7QDJ5,AGAP003418,AGAP003418-PA,AGAP003418-RA,1272792,AgaP_AGAP003418,
Q7PJT3,AGAP010195,AGAP010195-PA,AGAP010195-RA,1279615,GPRGR33,
Q5TU94,AGAP003433,AGAP003433-PA,AGAP003433-RA,3290836,AgaP_AGAP003433,
A7UVE5,,,,5668016,AgaP_AGAP012035,
A0A1W5,,,,,,
Q7PYG6,AGAP001931,AGAP001931-PA,AGAP001931-RA,1281193,AgaP_AGAP001931,
Q7QGB3,AGAP009409,AGAP009409-PA,AGAP009409-RA,1271314,GPROR51,
A7UVN5,AGAP001397,AGAP001397-PA,AGAP001397-RA,5667494,AgaP_AGAP001397,
F5HIU6,AGAP002192,AGAP002192-PB,AGAP002192-RB,1269365,AgaP_AGAP002192,
Q7PS75,AGAP003784,AGAP003784-PA,AGAP003784-RA,3290902,AgaP_AGAP003784,
Q7QK61,AGAP002167,AGAP002167-PA,AGAP002167-RA,1269387,AgaP_AGAP002167,
A7US71,,,,5667911,AgaP_AGAP010916,
Q7PGI4,AGAP002517,AGAP002517-PA,AGAP002517-RA,1273446,AgaP_AGAP002517,
F5HMV4,AGAP013332,AGAP013332-PA,AGAP013332-RA,11175834,AgaP_AGAP013332,
Q5TMK1,AGAP011693,AGAP011693-PA,AGAP011693-RA,3291408,CASPL1,
A7UUK9,,,,5668286,AgaP_AGAP008309,
Q7Q792,AGAP005431,AGAP005431-PA,AGAP005431-RA,1276128,AgaP_AGAP005431,
A0NCS9,AGAP000690,AGAP000690-PA,AGAP000690-RA,4575966,AgaP_AGAP000690,
Q7PUC1,AGAP001285,AGAP001285-PA,AGAP001285-RA,1281892,AgaP_AGAP001285,
Q7QK98,AGAP002231,AGAP002231-PA,AGAP002231-RA,1269330,AgaP_AGAP002231,
F5HIY1,AGAP013291,AGAP013291-PA,AGAP013291-RA,11175977,AgaP_AGAP013291,
Q7Q0Y9,AGAP010060,AGAP010060-PA,AGAP010060-RA,1279490,AgaP_AGAP010060,
Q7QGR3,AGAP010863,AGAP010863-PA,AGAP010863-RA,1271095,AgaP_AGAP010863,
F5HLT3,AGAP013117,AGAP013117-PA,AGAP013117-RA,11175677,AgaP_AGAP013117,
A0NFP5,AGAP010760,AGAP010760-PA,AGAP010760-RA,4577881,AgaP_AGAP010760,
Q7Q8M4,,,,1275409,AgaP_AGAP008542,
A0A1W5,,,,,,
F5HKQ1,AGAP013006,AGAP013006-PA,AGAP013006-RA,11175445,AgaP_AGAP013006,
Q7Q2W3,AGAP011368,AGAP011368-PA,AGAP011368-RA,1278329,OBP57,
A7URY7,AGAP006848,AGAP006848-PA,AGAP006848-RA,5667289,CPR47,
Q7PMH6,AGAP009920,AGAP009920-PA,AGAP009920-RA,1279331,AgaP_AGAP009920,
Q7Q098,AGAP012336,AGAP012336-PA,AGAP012336-RA,1280365,AgaP_AGAP012336,
A0NF61,AGAP008067,AGAP008067-PA,AGAP008067-RA,4578327,AgaP_AGAP008067,
F5HKT2,AGAP013538,AGAP013538-PB,AGAP013538-RB,11175680,AgaP_AGAP013538,
Q7QHZ3,AGAP000994,AGAP000994-PA,AGAP000994-RA,1270489,AgaP_AGAP000994,
Q7Q6U1,AGAP005670,AGAP005670-PA,AGAP005670-RA,1276350,AgaP_AGAP005670,
A7UR92,AGAP007585,AGAP007585-PA,AGAP007585-RA,5667033,AgaP_AGAP007585,
Q7QJT6,AGAP007652,AGAP007652-PA,AGAP007652-RA,1269575,AgaP_AGAP007652,
Q7PML3,AGAP003925,AGAP003925-PA,AGAP003925-RA,1278752,AgaP_AGAP003925,
F5HLT1,AGAP013302,AGAP013302-PA,AGAP013302-RA,11175993,AgaP_AGAP013302,
Q7PR25,AGAP002476,AGAP002476-PA,AGAP002476-RA,1273483,AgaP_AGAP002476,
A7UVG0,AGAP011831,AGAP011831-PA,AGAP011831-RA,5667921,AgaP_AGAP011831,
Q7QCA7,AGAP002531,AGAP002531-PA,AGAP002531-RA,1273431,AgaP_AGAP002531,
Q7Q361,AGAP011503,AGAP011503-PA,AGAP011503-RA,1278244,AgaP_AGAP011503,
Q7Q1U8,AGAP009623,AGAP009623-PA,AGAP009623-RA,1278999,AgaP_AGAP009623,
Q7Q087,AGAP012317,AGAP012317-PA,AGAP012317-RA,1280380,AgaP_AGAP012317,
Q7PR86,AGAP002349,AGAP002349-PA,AGAP002349-RA,1273615,PBD1,
Q7QB91,AGAP004130,AGAP004130-PA,AGAP004130-RA,1273953,AgaP_AGAP004130,
F5HMI7,AGAP001690,AGAP001690-PB,AGAP001690-RB,1281485,AgaP_AGAP001690,
F5HL61,AGAP004235,AGAP004235-PC,AGAP004235-RC,1274080,AgaP_AGAP004235,
Q7PE82,AGAP012893,AGAP012893-PA,AGAP012893-RA,1267713,AgaP_AGAP012893,Aga.33854
Q7QDF0,AGAP003473,AGAP003473-PA,AGAP003473-RA,1272844,AgaP_AGAP003473,
Q7QIJ1,AGAP006898,AGAP006898-PA,AGAP006898-RA,1270181,AgaP_AGAP006898,
Q7PTG9,AGAP007611,AGAP007611-PA,AGAP007611-RA,1269617,AgaP_AGAP007611,
A7USJ6,AGAP000082,AGAP000082-PA,AGAP000082-RA,5666778,AgaP_AGAP000082,
A7URN3,AGAP007176,AGAP007176-PA,AGAP007176-RA,5667161,AgaP_AGAP007176,
Q7QDG2,AGAP003461,AGAP003461-PA,AGAP003461-RA,1272830,AgaP_AGAP003461,
Q7Q0W1,AGAP010117,AGAP010117-PA,AGAP010117-RA,1279540,CPR95,
Q5TT83,AGAP003627,AGAP003627-PA,AGAP003627-RA,3290876,AgaP_AGAP003627,
Q7QF76,,,,1271920,AgaP_AGAP000340,
Q7PXD5,AGAP001357,AGAP001357-PA,AGAP001357-RA,1281825,AgaP_AGAP001357,
Q7Q136,AGAP009992,AGAP009992-PA,AGAP009992-RA,1279415,AgaP_AGAP009992,
Q7PHI8,AGAP005134,AGAP005134-PA,AGAP005134-RA,1274812,AgaP_AGAP005134,
Q7QBA6,AGAP004109,AGAP004109-PA,AGAP004109-RA,1273933,AgaP_AGAP004109,
Q7QFM2,AGAP000563,AGAP000563-PA,AGAP000563-RA,1271660,AgaP_AGAP000563,
A0NCW2,,,,4577851,AgaP_AGAP010393,
Q7QNJ4,AGAP012825,AGAP012825-PA,AGAP012825-RA,1267591,AgaP_AGAP012825,
Q7PGS0,AGAP003043,AGAP003043-PB,AGAP003043-RB,1272913,AgaP_AGAP003043,
Q7Q5C8,AGAP006515,AGAP006515-PA,AGAP006515-RA,1277112,AgaP_AGAP006515,
F5HKT9,AGAP013156,AGAP013156-PA,AGAP013156-RA,11175528,AgaP_AGAP013156,
Q7QJJ2,AGAP007544,AGAP007544-PA,AGAP007544-RA,1269690,AgaP_AGAP007544,
Q5TT55,AGAP003568,AGAP003568-PA,AGAP003568-RA,3290865,AgaP_AGAP003568,
Q7PPF8,AGAP004990,AGAP004990-PA,AGAP004990-RA,1275816,AgaP_AGAP004990,
Q7Q4C9,AGAP008337,AGAP008337-PA,AGAP008337-RA,1277645,AgaP_AGAP008337,
A7UR55,AGAP007691,AGAP007691-PB,AGAP007691-RB,3290412,SRPN18,
A0NB47,AGAP012509,AGAP012509-PA,AGAP012509-RA,4578474,AgaP_AGAP012509,
F5HKR4,AGAP013113,AGAP013113-PA,AGAP013113-RA,11175946,AgaP_AGAP013113,
Q7QE65,AGAP000803,AGAP000803-PA,AGAP000803-RA,1272393,AgaP_AGAP000803,
Q7Q579,AGAP006595,AGAP006595-PA,AGAP006595-RA,1277178,AgaP_AGAP006595,
Q7Q2W8,,,,1278323,AgaP_AGAP011375,
A0NC40,AGAP009371,AGAP009371-PA,AGAP009371-RA,4577951,AgaP_AGAP009371,
A0NAT9,AGAP012488,AGAP012488-PA,AGAP012488-RA,4397653,AgaP_AGAP012488,
A7UUM2,,,,5668199,AgaP_AGAP008452,
Q7PXB8,AGAP001326,AGAP001326-PA,AGAP001326-RA,1281853,AgaP_AGAP001326,
Q7Q1K6,AGAP009739,AGAP009739-PA,AGAP009739-RA,1279148,AgaP_AGAP009739,
Q5TTK9,AGAP003150,AGAP003150-PA,AGAP003150-RA,3290757,AgaP_AGAP003150,
Q5TN31,AGAP012198,AGAP012198-PA,AGAP012198-RA,3291527,AgaP_AGAP012198,
Q7QCK4,AGAP002669,AGAP002669-PA,AGAP002669-RA,1273291,AgaP_AGAP002669,
Q7QJ48,AGAP007280,AGAP007280-PA,AGAP007280-RA,1269883,AgaP_AGAP007280,
Q7Q6T2,AGAP005684,AGAP005684-PA,AGAP005684-RA,1276361,AgaP_AGAP005684,
Q7PSK0,AGAP010819,AGAP010819-PA,AGAP010819-RA,1271144,TEP10,
Q7PQM9,AGAP004230,AGAP004230-PA,AGAP004230-RA,1274072,AgaP_AGAP004230,
Q7Q6E2,AGAP005902,AGAP005902-PA,AGAP005902-RA,1276570,AgaP_AGAP005902,
Q7Q284,AGAP003981,AGAP003981-PA,AGAP003981-RA,1278799,AgaP_AGAP003981,
A7UUB7,AGAP006500,AGAP006500-PA,AGAP006500-RA,5667295,AgaP_AGAP006500,
Q7PXF6,AGAP001382,AGAP001382-PA,AGAP001382-RA,1281796,DH31,
Q7PS87,AGAP003858,AGAP003858-PA,AGAP003858-RA,1271595,AgaP_AGAP003858,
F5HJJ1,AGAP013175,AGAP013175-PA,AGAP013175-RA,11175699,AgaP_AGAP013175,
A7UR01,,,,,,
Q7QAV9,AGAP003517,AGAP003517-PA,AGAP003517-RA,1274174,AgaP_AGAP003517,
F5HM23,AGAP013479,AGAP013479-PA,AGAP013479-RA,11175735,AgaP_AGAP013479,
Q7QBK9,AGAP003124,AGAP003124-PA,AGAP003124-RA,1273796,AgaP_AGAP003124,
A7UTG2,,,,5668344,AgaP_AGAP008579,
Q7PSI4,AGAP010929,AGAP010929-PA,AGAP010929-RA,1271023,AgaP_AGAP010929,
Q5TNQ7,AGAP003294,AGAP003294-PA,AGAP003294-RA,3290799,AgaP_AGAP003294,
A7URU2,AGAP006983,AGAP006983-PA,AGAP006983-RA,5666991,AgaP_AGAP006983,
Q7Q0F1,AGAP012416,AGAP012416-PA,AGAP012416-RA,1280299,AgaP_AGAP012416,
Q5TWN1,AGAP007031,AGAP007031-PA,AGAP007031-RA,3290292,AgaP_AGAP007031,
Q7PWH0,,,,1279933,AgaP_AGAP008969,
Q7QK96,AGAP002228,AGAP002228-PA,AGAP002228-RA,1269332,AgaP_AGAP002228,
Q7QH87,AGAP011079,AGAP011079-PA,AGAP011079-RA,1270849,AgaP_AGAP011079,
A0NCY5,AGAP003453,AGAP003453-PA,AGAP003453-RA,4577333,AgaP_AGAP003453,
Q7PRZ9,AGAP000118,AGAP000118-PA,AGAP000118-RA,1272149,AgaP_AGAP000118,
Q5TNT6,,,,3292144,AgaP_AGAP010225,
Q5TRM8,AGAP005487,AGAP005487-PA,AGAP005487-RA,3289979,AgaP_AGAP005487,
Q7PXC7,AGAP001339,AGAP001339-PA,AGAP001339-RA,1281839,AgaP_AGAP001339,
Q7QHN5,AGAP011271,AGAP011271-PA,AGAP011271-RA,1270659,AgaP_AGAP011271,
Q7QCT9,AGAP002801,AGAP002801-PA,AGAP002801-RA,1273161,AgaP_AGAP002801,
Q5TXD6,AGAP003288,AGAP003288-PA,AGAP003288-RA,3290794,AgaP_AGAP003288,
Q5TTP2,AGAP002314,AGAP002314-PA,AGAP002314-RA,3290598,AgaP_AGAP002314,
A0NCQ2,AGAP000508,AGAP000508-PA,AGAP000508-RA,4575990,AgaP_AGAP000508,
Q7Q757,AGAP005496,AGAP005496-PA,AGAP005496-RA,1276179,AgaP_AGAP005496,
Q7PW54,,,,1280042,AgaP_AGAP009088,
Q7PSR9,AGAP011159,AGAP011159-PA,AGAP011159-RA,1270770,AgaP_AGAP011159,
Q7QG06,AGAP003747,AGAP003747-PA,AGAP003747-RA,1271479,AgaP_AGAP003747,
Q7PCS8,AGAP012606,AGAP012606-PA,AGAP012606-RA,1267437,AgaP_AGAP012606,Aga.17924
Q7QDY2,AGAP010476,AGAP010476-PB,AGAP010476-RB,1272613,AgaP_AGAP010476,
F5HMQ8,AGAP013284,AGAP013284-PB,AGAP013284-RB,11175694,AgaP_AGAP013284,
Q5TQG3,,,,3291672,AgaP_AGAP008180,
Q7Q478,,,,1277713,AgaP_AGAP008271,
Q7PXY3,AGAP001653,AGAP001653-PA,AGAP001653-RA,1281520,AgaP_AGAP001653,
A7UUR9,,,,5668194,AgaP_AGAP007971,
Q7PWX7,AGAP001102,AGAP001102-PA,AGAP001102-RA,1282063,AgaP_AGAP001102,
A7UTU9,AGAP005720,AGAP005720-PA,AGAP005720-RA,5667312,AgaP_AGAP005720,
A0NF03,,,,4578398,AgaP_AGAP008504,
Q27238,,,,1270282,ADT1_ANOGA,
Q7PVW3,,,,1280124,AgaP_AGAP009167,
Q7PP35,AGAP006095,AGAP006095-PA,AGAP006095-RA,1276767,CPR106,
Q7QIV7,AGAP007095,AGAP007095-PA,AGAP007095-RA,1270008,AgaP_AGAP007095,
Q7QDP1,,,,1272706,AgaP_AGAP010336,
Q7Q4I0,AGAP008407,AGAP008407-PA,AGAP008407-RA,1277572,TEP13,
Q380R7,AGAP002041,AGAP002041-PA,AGAP002041-RA,3290546,AgaP_AGAP002041,
Q7Q9G7,AGAP005243,AGAP005243-PA,AGAP005243-RA,1274950,AgaP_AGAP005243,
Q7QHA6,AGAP011103,AGAP011103-PA,AGAP011103-RA,1270822,AgaP_AGAP011103,
Q7Q168,AGAP009942,AGAP009942-PA,AGAP009942-RA,1279357,AgaP_AGAP009942,
Q7Q331,AGAP011456,AGAP011456-PA,AGAP011456-RA,1278238,AgaP_AGAP011456,
Q7PSW1,AGAP000927,AGAP000927-PB,AGAP000927-RB,1270410,AgaP_AGAP000927,
A0NFJ9,AGAP010323,AGAP010323-PA,AGAP010323-RA,4577891,AgaP_AGAP010323,
Q7Q5H1,AGAP006443,AGAP006443-PA,AGAP006443-RA,1277051,AgaP_AGAP006443,
Q7Q432,AGAP008183,AGAP008183-PA,AGAP008183-RA,1277787,CLIPD2,
Q7PVS0,AGAP009199,AGAP009199-PA,AGAP009199-RA,1280159,AgaP_AGAP009199,
Q7QJ50,AGAP007285,AGAP007285-PA,AGAP007285-RA,1269881,AgaP_AGAP007285,
Q7PQS0,AGAP003239,AGAP003239-PA,AGAP003239-RA,1273913,AgaP_AGAP003239,
Q7QBJ0,AGAP003155,AGAP003155-PA,AGAP003155-RA,1273826,U483_ANOGA,
Q7Q0M8,AGAP010260,AGAP010260-PA,AGAP010260-RA,1279682,AgaP_AGAP010260,
Q7QGE8,,,,1271254,AgaP_AGAP009348,
A7UUN0,AGAP008463,AGAP008463-PA,AGAP008463-RA,5668214,CPCLG19,
Q7QDG0,AGAP003463,AGAP003463-PA,AGAP003463-RA,1272834,AgaP_AGAP003463,
Q5TS07,AGAP005002,AGAP005002-PA,AGAP005002-RA,3289882,GPRNNA18,
Q7QC94,AGAP002512,AGAP002512-PA,AGAP002512-RA,1273449,AgaP_AGAP002512,
Q5TMI1,AGAP011646,AGAP011646-PA,AGAP011646-RA,3291395,AgaP_AGAP011646,
Q7PRX6,AGAP000005,AGAP000005-PA,AGAP000005-RA,1272270,AgaP_AGAP000005,
Q7PTL8,AGAP002233,AGAP002233-PA,AGAP002233-RA,1269328,AgaP_AGAP002233,
Q7QGS3,AGAP010873,AGAP010873-PA,AGAP010873-RA,1271085,NUBP2_ANOGA,
A7UTU3,AGAP005698,AGAP005698-PA,AGAP005698-RA,5667323,CPTC4,
Q7QAR8,AGAP003570,AGAP003570-PA,AGAP003570-RA,1274229,AgaP_AGAP003570,
Q7Q429,,,,1277796,AgaP_AGAP008167,
Q7Q727,AGAP005542,AGAP005542-PA,AGAP005542-RA,1276225,QTRD1_ANOGA,
Q7PYW3,,,,1281023,AgaP_AGAP011609,
Q7PVU5,,,,1280138,AgaP_AGAP009182,
Q7PW99,,,,1279997,AgaP_AGAP009039,
A7UUX5,AGAP004777,AGAP004777-PA,AGAP004777-RA,5667395,AgaP_AGAP004777,
A0NEH6,AGAP005773,AGAP005773-PB,AGAP005773-RB,1276442,AgaP_AGAP005773,
Q5TQ11,,,,3291583,AgaP_AGAP007755,
Q5TSL9,AGAP003373,AGAP003373-PA,AGAP003373-RA,1275053,SCRB17,
Q7QK57,AGAP002162,AGAP002162-PA,AGAP002162-RA,1269395,AgaP_AGAP002162,
Q7Q3G3,,,,1278096,AgaP_AGAP007859,
Q5TNW4,AGAP010130,AGAP010130-PB,AGAP010130-RB,3292126,AgaP_AGAP010130,
Q7PUD7,AGAP001237,AGAP001237-PA,AGAP001237-RA,1281934,MED29_ANOGA,
Q7QF39,AGAP000289,AGAP000289-PA,AGAP000289-RA,1271970,AgaP_AGAP000289,
Q5TN50,AGAP012263,AGAP012263-PA,AGAP012263-RA,3291540,AgaP_AGAP012263,
Q7Q8W0,AGAP010537,AGAP010537-PA,AGAP010537-RA,1275266,AgaP_AGAP010537,
Q7QFF3,AGAP000452,AGAP000452-PA,AGAP000452-RA,1271787,AgaP_AGAP000452,
Q7PUY0,AGAP001743,AGAP001743-PA,AGAP001743-RA,1281432,AgaP_AGAP001743,
Q5TQV2,AGAP006523,AGAP006523-PA,AGAP006523-RA,3290192,AgaP_AGAP006523,
Q7Q8T3,AGAP010573,AGAP010573-PA,AGAP010573-RA,1275304,AgaP_AGAP010573,
Q7Q9L4,AGAP005169,AGAP005169-PA,AGAP005169-RA,1274876,AgaP_AGAP005169,
Q7QKD4,AGAP002275,AGAP002275-PA,AGAP002275-RA,1269284,GPRGR2,
Q7PLY4,AGAP003303,AGAP003303-PA,AGAP003303-RA,1279771,AgaP_AGAP003303,
A0NCC5,AGAP000546,AGAP000546-PA,AGAP000546-RA,4575968,AgaP_AGAP000546,
Q5TPB0,AGAP009671,AGAP009671-PA,AGAP009671-RA,3292025,AgaP_AGAP009671,
Q7Q1V0,AGAP009621,AGAP009621-PA,AGAP009621-RA,1278996,AgaP_AGAP009621,
Q7PTB8,AGAP007686,AGAP007686-PA,AGAP007686-RA,1269543,AgaP_AGAP007686,
Q7QIT2,AGAP007055,AGAP007055-PA,AGAP007055-RA,1270048,AgaP_AGAP007055,
Q7Q961,AGAP004861,AGAP004861-PA,AGAP004861-RA,1275100,AgaP_AGAP004861,
Q7Q1L0,AGAP009736,AGAP009736-PA,AGAP009736-RA,1279145,AgaP_AGAP009736,
Q7QDE7,AGAP003476,AGAP003476-PA,AGAP003476-RA,1272848,AgaP_AGAP003476,
Q5TX84,AGAP002165,AGAP002165-PA,AGAP002165-RA,3290570,AgaP_AGAP002165,
A0NG71,AGAP009309,AGAP009309-PA,AGAP009309-RA,4578028,AgaP_AGAP009309,
Q7PFC2,AGAP001012,AGAP001012-PA,AGAP001012-RA,1270503,GPROR36,
A7UVK2,AGAP001956,AGAP001956-PA,AGAP001956-RA,5667676,AgaP_AGAP001956,
A7UUL5,,,,5668181,AgaP_AGAP008431,
Q7Q070,AGAP012286,AGAP012286-PA,AGAP012286-RA,1280404,AgaP_AGAP012286,
Q7Q009,AGAP012188,AGAP012188-PA,AGAP012188-RA,1280500,AgaP_AGAP012188,
Q5TWW5,AGAP007369,AGAP007369-PA,AGAP007369-RA,3290360,AgaP_AGAP007369,
A7UV79,,,,5668259,AgaP_AGAP009041,
Q7PZ12,,,,1280961,AgaP_AGAP011679,
Q7QBB1,AGAP004103,AGAP004103-PA,AGAP004103-RA,1273927,AgaP_AGAP004103,
Q7QFG0,AGAP000466,AGAP000466-PA,AGAP000466-RA,1271774,AgaP_AGAP000466,
Q7PXP4,AGAP001507,AGAP001507-PA,AGAP001507-RA,1281666,AgaP_AGAP001507,
Q5TXK5,,,,,,
A7UV55,AGAP010030,AGAP010030-PA,AGAP010030-RA,5668291,AgaP_AGAP010030,
A7UVN3,AGAP001403,AGAP001403-PA,AGAP001403-RA,5667497,AgaP_AGAP001403,
Q7QFC4,AGAP000405,AGAP000405-PA,AGAP000405-RA,1271841,AgaP_AGAP000405,
A7UTG9,AGAP008696,AGAP008696-PA,AGAP008696-RA,5668145,AgaP_AGAP008696,
F5HJG9,,,,1271730,AgaP_AGAP000512,
Q7QJM6,AGAP007581,AGAP007581-PA,AGAP007581-RA,1269648,AgaP_AGAP007581,
Q7QHB3,AGAP011113,AGAP011113-PA,AGAP011113-RA,1270812,AgaP_AGAP011113,
Q7PM79,AGAP009816,AGAP009816-PA,AGAP009816-RA,1279231,AgaP_AGAP009816,
Q7Q396,,,,1278189,AgaP_AGAP007776,
Q7Q025,AGAP012220,AGAP012220-PA,AGAP012220-RA,1280471,ORK,
Q7QJ23,AGAP007213,AGAP007213-PA,AGAP007213-RA,1269918,AgaP_AGAP007213,
A7UVC4,AGAP012313,AGAP012313-PA,AGAP012313-RA,5667807,AgaP_AGAP012313,
Q7PMQ5,,,,1278605,AgaP_AGAP010325,Aga.24177
Q7PXJ7,AGAP001435,AGAP001435-PA,AGAP001435-RA,1281742,AgaP_AGAP001435,
Q7QGG3,AGAP009316,AGAP009316-PA,AGAP009316-RA,1271229,CTL10,
Q7QI57,AGAP005289,AGAP005289-PA,AGAP005289-RA,1270397,AgaP_AGAP005289,
Q7PT51,AGAP007174,AGAP007174-PA,AGAP007174-RA,1269942,AgaP_AGAP007174,
Q7Q0W5,,,,1279536,AgaP_AGAP010111,
A7UTP5,AGAP005414,AGAP005414-PA,AGAP005414-RA,5667142,AgaP_AGAP005414,
Q7Q9W5,AGAP004566,AGAP004566-PA,AGAP004566-RA,1274708,AgaP_AGAP004566,
Q7Z274,AGAP000163,AGAP000163-PA,AGAP000163-RA,1272100,GSTMIC2,
Q7PZI7,AGAP011934,AGAP011934-PA,AGAP011934-RA,1280735,AgaP_AGAP011934,
Q7Q8I3,,,,1275465,AgaP_AGAP008616,
Q7PVR2,AGAP009205,AGAP009205-PA,AGAP009205-RA,1280166,AgaP_AGAP009205,
Q7PSQ4,,,,1270615,AgaP_AGAP011322,
Q9BID1,AGAP002868,AGAP002868-PA,AGAP002868-RA,3290693,AgaP_AGAP002868,
Q7Q767,AGAP005471,AGAP005471-PA,AGAP005471-RA,1276165,AgaP_AGAP005471,
A0NBI6,AGAP007637,AGAP007637-PA,AGAP007637-RA,4576345,AgaP_AGAP007637,
Q7Q8L8,,,,1275428,AgaP_AGAP008551,
Q7PQQ1,AGAP003207,AGAP003207-PA,AGAP003207-RA,1273882,AgaP_AGAP003207,
Q7PXB6,AGAP001321,AGAP001321-PA,AGAP001321-RA,1281857,AgaP_AGAP001321,
Q7Q079,AGAP012301,AGAP012301-PA,AGAP012301-RA,1280393,AgaP_AGAP012301,
Q7QJF0,AGAP007484,AGAP007484-PA,AGAP007484-RA,1269740,AgaP_AGAP007484,
Q5TRS4,AGAP005416,AGAP005416-PA,AGAP005416-RA,3289964,DEF4,
Q7QFQ3,AGAP000616,AGAP000616-PA,AGAP000616-RA,1271616,AgaP_AGAP000616,
A0NFT6,AGAP009725,AGAP009725-PA,AGAP009725-RA,1279132,AgaP_AGAP009725,
A0NGI4,AGAP012102,AGAP012102-PA,AGAP012102-RA,4577675,AgaP_AGAP012102,
Q7Q008,AGAP012186,AGAP012186-PA,AGAP012186-RA,1280502,AgaP_AGAP012186,
Q7QD77,AGAP002988,AGAP002988-PA,AGAP002988-RA,1272969,AgaP_AGAP002988,
A8B1K1,AGAP012503,AGAP012503-PA,AGAP012503-RA,1268621,AgaP_AGAP012503,
Q7QF28,AGAP000274,AGAP000274-PA,AGAP000274-RA,1271984,AgaP_AGAP000274,
A7UVG4,AGAP011771,AGAP011771-PA,AGAP011771-RA,5668053,AgaP_AGAP011771,
A7UV56,AGAP010033,AGAP010033-PA,AGAP010033-RA,5668289,AgaP_AGAP010033,
Q7QG08,AGAP003745,AGAP003745-PA,AGAP003745-RA,1271476,AgaP_AGAP003745,
Q7Q4D2,,,,1277641,AgaP_AGAP008341,
Q7PRY5,AGAP000479,AGAP000479-PA,AGAP000479-RA,1271760,AgaP_AGAP000479,
Q7PYA2,AGAP001810,AGAP001810-PA,AGAP001810-RA,1281303,AgaP_AGAP001810,
A0NFE6,AGAP011458,AGAP011458-PA,AGAP011458-RA,4577832,AgaP_AGAP011458,
Q7QCL6,AGAP002690,AGAP002690-PB,AGAP002690-RB,1273271,AgaP_AGAP002690,
Q7QKD8,AGAP002278,AGAP002278-PA,AGAP002278-RA,1269280,AgaP_AGAP002278,
Q7QFL6,AGAP000552,AGAP000552-PA,AGAP000552-RA,1271672,AgaP_AGAP000552,
Q7Q8R2,AGAP010606,AGAP010606-PA,AGAP010606-RA,1275330,AgaP_AGAP010606,
Q8T629,AGAP002869,AGAP002869-PA,AGAP002869-RA,1273100,AgaP_AGAP002869,
Q7PCT5,AGAP002020,AGAP002020-PA,AGAP002020-RA,1281098,AgaP_AGAP002020,
Q7PHW8,,,,1275562,AgaP_AGAP008712,
Q7PZH8,,,,1280745,AgaP_AGAP011922,
F5HLW6,AGAP005498,AGAP005498-PC,AGAP005498-RC,1276187,AgaP_AGAP005498,
Q7QAL7,AGAP003639,AGAP003639-PA,AGAP003639-RA,1274304,AgaP_AGAP003639,
A0NAZ0,AGAP012653,AGAP012653-PA,AGAP012653-RA,4397690,AgaP_AGAP012653,Aga.29484
A7UR72,AGAP007680,AGAP007680-PA,AGAP007680-RA,5667186,AgaP_AGAP007680,
Q7Q6I2,AGAP005832,AGAP005832-PB,AGAP005832-RB,1276500,AgaP_AGAP005832,
Q7QGZ2,AGAP010964,AGAP010964-PA,AGAP010964-RA,1271001,AgaP_AGAP010964,
Q7PI73,,,,1277144,AgaP_AGAP006546,
Q7QKL3,AGAP003249,AGAP003249-PA,AGAP003249-RA,3290783,CLIPB3,
F5HIX5,AGAP013323,AGAP013323-PA,AGAP013323-RA,11175625,AgaP_AGAP013070,
A7USD2,AGAP009548,AGAP009548-PA,AGAP009548-RA,5668090,AgaP_AGAP009548,
Q7QFF8,,,,1271780,AgaP_AGAP000458,
A0NDA7,AGAP003066,AGAP003066-PA,AGAP003066-RA,4576992,AgaP_AGAP003066,
Q7PK99,AGAP009569,AGAP009569-PA,AGAP009569-RA,1278930,AgaP_AGAP009569,
Q7Q1N6,AGAP009703,AGAP009703-PA,AGAP009703-RA,1279089,AgaP_AGAP009703,
A7USW9,AGAP004686,AGAP004686-PA,AGAP004686-RA,4576601,AgaP_AGAP004686,
Q7QBZ0,,,,1273593,AgaP_AGAP002370,
P35036,AGAP008295,AGAP008295-PA,AGAP008295-RA,3291694,TRY2_ANOGA,
Q7Q7A7,AGAP005412,AGAP005412-PA,AGAP005412-RA,1276111,AgaP_AGAP005412,
Q7QBE0,AGAP003214,AGAP003214-PA,AGAP003214-RA,1273889,AgaP_AGAP003214,
Q7QGL3,,,,1271163,AgaP_AGAP011600,
Q7PMI4,,,,1279631,AgaP_AGAP010209,
Q7QEQ8,AGAP000105,AGAP000105-PA,AGAP000105-RA,1272165,AgaP_AGAP000105,
Q7QK06,AGAP003883,AGAP003883-PA,AGAP003883-RA,1269469,AgaP_AGAP003883,
A7UR59,AGAP007707,AGAP007707-PA,AGAP007707-RA,5667031,AgaP_AGAP007707,
Q7PKG6,AGAP001117,AGAP001117-PE,AGAP001117-RE,1282046,GPRGR37,
Q5TTN3,AGAP012534,AGAP012534-PA,AGAP012534-RA,3292467,AgaP_AGAP012534,Aga.29513
B1Q287,AGAP002919,AGAP002919-PA,AGAP002919-RA,1273045,AgaP_AGAP002919,
A7UUN9,,,,5668224,AgaP_AGAP008513,
A7UTV0,AGAP005722,AGAP005722-PA,AGAP005722-RA,5667304,AgaP_AGAP005722,
